title,Russian Translation ,Turkish Translation ,content,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
agile,проворный,çevik,çevik,pos,0,0,0,0,0,0,0,0,0,0
agility,ловкость,çeviklik,çeviklik,pos,0,0,0,0,0,0,0,0,0,0
agitated,взволнованный,tedirgin,həyəcanlı,0,neg,0,ang,0,0,0,0,0,0,0
agitation,агитация,çalkalama,təşviqat,0,neg,0,ang,0,0,0,0,0,0,0
agnostic,агностик,agnostik,aqnostik,0,0,neu,0,0,0,0,0,0,0,0
ago,назад,önce,əvvəl,0,0,neu,0,0,0,0,0,0,0,0
agonizing,мучительный,acı veren,əzab verən,0,neg,0,0,0,0,fea,0,0,0,0
agony,агония,ızdırap,əzab,0,neg,0,ang,0,0,fea,0,sad,0,0
agree,согласны,anlaşmak,razılaşmaq,pos,0,0,0,0,0,0,0,0,0,0
agreeable,приятный,hoş,razı,pos,0,0,0,0,0,0,0,0,0,tru
agreed,решено,kararlaştırılmış,razılaşdı,pos,0,0,0,0,0,0,0,0,0,tru
agreeing,согласившись,kabul,razılaşmaq,pos,0,0,0,0,0,0,0,0,0,tru
agreement,соглашение,anlaşma,razılaşma,pos,0,0,0,0,0,0,0,0,0,tru
agricultural,сельскохозяйственное,tarım,kənd təsərrüfatı,0,0,neu,0,0,0,0,0,0,0,0
agriculture,сельское хозяйство,tarım,Kənd təsərrüfatı,pos,0,0,0,0,0,0,0,0,0,0
aground,на мели,karaya oturmuş,quru,0,neg,0,0,0,0,0,0,0,0,0
agua,Agua,agua,agua,0,0,neu,0,0,0,0,0,0,0,0
ahead,вперед,önde,qabaqda,pos,0,0,0,0,0,0,0,0,0,0
aid,помощь,yardım,yardım,pos,0,0,0,0,0,0,0,0,0,0
aiding,помощь,yardım,kömək,pos,0,0,0,0,0,0,0,0,0,0
ail,айыл,rahatsız,ail,0,neg,0,0,0,0,0,0,sad,0,0
ailing,больной,hasta,xəstə,0,neg,0,0,0,0,fea,0,sad,0,0
ailment,болезнь,hastalık,xəstəlik,0,0,neu,0,0,0,0,0,0,0,0
aim,цель,amaç,məqsəd,0,0,neu,0,0,0,0,0,0,0,0
aimless,бесцельный,amaçsız,məqsədsiz,0,neg,0,0,0,0,0,0,0,0,0
air,воздуха,hava,hava,0,0,neu,0,0,0,0,0,0,0,0
airbag,воздушная подушка,hava yastığı,hava yastığı,0,0,neu,0,0,0,0,0,0,0,0
airlift,воздушный мост,hava köprüsü,hava nəqliyyatı,0,0,neu,0,0,0,0,0,0,0,0
airline,авиакомпания,havayolu,hava yolu şirkəti,0,0,neu,0,0,0,0,0,0,0,0
airman,летчик,havacı,təyyarəçi,0,0,neu,0,0,0,0,0,0,0,0
airplane,самолет,uçak,təyyarə,0,0,neu,0,0,0,0,0,0,0,0
airport,аэропорт,havalimanı,hava limanı,0,0,neu,0,ant,0,0,0,0,0,0
airs,кондиционирования,fiyaka,havalar,0,neg,0,0,0,dis,0,0,0,0,0
airship,дирижабль,zeplin,dirijabl,0,0,neu,0,0,0,0,0,0,0,0
aisle,проход,koridor,koridor,0,0,neu,0,0,0,0,0,0,0,0
ait,островок,ait,ayit,0,0,neu,0,0,0,0,0,0,0,0
ajar,приоткрытый,aralık,yarıq,0,0,neu,0,0,0,0,0,0,0,0
akin,сродни,akraba,yaxın,0,0,neu,0,0,0,0,0,0,0,tru
alabaster,алебастр,kaymaktaşı,alabaster,pos,0,0,0,0,0,0,0,0,0,0
alarm,тревога,Alarm,həyəcan,0,neg,0,0,0,0,fea,0,0,sur,0
alarming,тревожный,korkutucu,həyəcan verici,0,neg,0,0,0,0,fea,0,0,sur,0
alb,стихарь,papaz cüppesi,albom,0,0,neu,0,0,0,0,0,0,0,tru
album,альбом,albüm,albom,0,0,neu,0,0,0,0,0,0,0,0
alchemy,алхимия,simya,simya,0,0,neu,0,0,0,0,0,0,0,0
alcohol,алкоголь,alkol,spirt,0,0,neu,0,0,0,0,0,0,0,0
alcoholism,алкоголизм,alkolizm,alkoqolizm,0,neg,0,ang,0,dis,fea,0,sad,0,0
alcove,альков,kameriye,alcove,0,0,neu,0,0,0,0,0,0,0,0
alert,тревога,uyanık,xəbərdarlıq,0,0,neu,0,0,0,0,0,0,0,0
alertness,настороженность,uyanıklık,ayıqlıq,pos,0,0,0,ant,0,fea,0,0,sur,0
alerts,оповещения,uyarılar,siqnallar,0,0,neu,0,ant,0,fea,0,0,sur,0
alfalfa,люцерна,alfalfa,yonca,0,0,neu,0,0,0,0,0,0,0,0
algebra,алгебра,cebir,cəbr,0,0,neu,0,0,0,0,0,0,0,0
algebraic,алгебраическая,cebirsel,cəbr,0,0,neu,0,0,0,0,0,0,0,0
algorithm,алгоритм,Algoritma,alqoritm,0,0,neu,0,0,0,0,0,0,0,0
alibi,алиби,mazeret,alibi,0,0,neu,0,0,0,0,0,0,0,0
alien,иностранец,yabancı,yad,0,neg,0,0,0,dis,fea,0,0,0,0
alienate,отчуждать,yabancılaştırmak,yadlaşdırmaq,0,neg,0,ang,0,dis,0,0,0,0,0
alienated,отчужденный,yabancılaşmış,özgəninkiləşdirilmiş,0,neg,0,0,0,0,0,0,sad,0,0
alienation,отчуждение,yabancılaştırma,özgəninkiləşdirmə,0,neg,0,ang,0,dis,fea,0,sad,0,0
alight,освещенный,inmek,alçaq,0,0,neu,0,0,0,0,0,0,0,0
aligned,выровненный,hizalı,hizalanmış,0,0,neu,0,0,0,0,0,0,0,0
alignment,выравнивание,hiza,uyğunlaşdırma,0,0,neu,0,0,0,0,0,0,0,0
alike,одинаково,benzer,eyni,0,0,neu,0,0,0,0,0,0,0,0
alimentation,питание,beslenme,qidalanma,pos,0,0,0,0,0,0,0,0,0,0
alimony,алименты,nafaka,aliment,0,neg,0,0,0,0,0,0,0,0,0
aliquot,аликвоту,tümbölen,hissə,0,0,neu,0,0,0,0,0,0,0,0
alive,живой,canlı,diri,pos,0,0,0,ant,0,0,joy,0,0,tru
alkali,щелочной,alkali,qələvi,0,0,neu,0,0,0,0,0,0,0,0
alkaloids,алкалоиды,alkaloidler,alkaloidlər,0,0,neu,0,0,0,0,0,0,0,0
allay,смягчать,yatıştırmak,allay,pos,0,0,0,0,0,0,0,0,0,0
allegation,утверждение,iddia,iddia,0,neg,0,ang,0,0,0,0,0,0,0
allege,утверждать,iddia,iddia etmək,0,neg,0,0,0,0,0,0,0,0,0
alleged,мнимый,iddia edilen,iddia edildi,0,0,neu,0,0,0,0,0,0,0,0
allegiance,верность,bağlılık,sədaqət,pos,0,0,0,0,0,0,0,0,0,tru
allegorical,аллегорический,alegorik,alleqorik,0,0,neu,0,0,0,0,0,0,0,0
allegory,аллегория,alegori,alegoriya,0,0,neu,0,0,0,0,0,0,0,0
allegro,аллегро,allegro,alleqro,pos,0,0,0,0,0,0,0,0,0,0
alleviate,облегчать,hafifletmek,yüngülləşdirmək,pos,0,0,0,0,0,0,0,0,0,0
alleviation,облегчение,hafifleme,yüngülləşdirmə,pos,0,0,0,0,0,0,0,0,0,0
alley,аллея,geçit,xiyaban,0,0,neu,0,0,0,0,0,0,0,0
alliance,альянс,ittifak,ittifaq,0,0,neu,0,0,0,0,0,0,0,tru
allied,союзный,müttefik,müttəfiq,pos,0,0,0,0,0,0,0,0,0,tru
alligator,аллигатор,timsah,timsah,0,0,neu,0,0,0,0,0,0,0,0
allocate,выделять,ayırmak,ayırmaq,0,0,neu,0,0,0,0,0,0,0,0
allocation,распределение,tahsis,ayırma,0,0,neu,0,0,0,0,0,0,0,0
allot,выделять,tahsis,ayırmaq,0,0,neu,0,0,0,0,0,0,0,0
allotment,выделение,tahsis,pay,0,0,neu,0,0,0,0,0,0,0,0
allowable,допустимый,izin verilebilir,icazə verilən,pos,0,0,0,0,0,0,0,0,0,0
allowance,пособие,ödenek,müavinət,0,0,neu,0,0,0,0,0,0,0,0
allowed,разрешается,izin,icazə verilir,0,0,neu,0,0,0,0,0,0,0,0
alloy,сплав,alaşım,ərinti,0,0,neu,0,0,0,0,0,0,0,0
allure,очарование,albeni,cazibə,pos,0,0,0,ant,0,0,joy,0,sur,0
alluring,соблазнительный,çekici,cazibədar,pos,0,0,0,0,0,0,0,0,0,0
allusion,намек,kinaye,eyham,0,0,neu,0,0,0,0,0,0,0,0
alluvial,аллювиальный,alüvyonlu,allüvial,0,0,neu,0,0,0,0,0,0,0,0
ally,союзник,müttefik,müttəfiq,pos,0,0,0,0,0,0,0,0,0,tru
almanac,альманах,almanak,almanax,0,0,neu,0,0,0,0,0,0,0,0
almighty,всемогущий,yüce,qüdrətli,pos,0,0,0,0,0,0,0,0,0,0
aloft,вверх,havada,yuxarı,0,0,neu,0,0,0,0,0,0,0,0
aloha,Алоха,aloha,aloha,pos,0,0,0,ant,0,0,joy,0,0,0
alongside,рядом,yanında,yanında,0,0,neu,0,0,0,0,0,0,0,0
aloof,в стороне,uzak,uzaq,0,neg,0,0,0,0,0,0,0,0,0
aloud,вслух,yüksek sesle,ucadan,0,0,neu,0,0,0,0,0,0,0,0
alphabet,алфавит,alfabe,əlifba,0,0,neu,0,0,0,0,0,0,0,0
alphabetical,алфавитный,alfabetik,əlifba sırası ilə,0,0,neu,0,0,0,0,0,0,0,0
altar,алтарь,altar,qurbangah,0,0,neu,0,0,0,0,0,0,0,0
alter,изменять,değiştirmek,dəyişdirmək,0,0,neu,0,0,0,0,0,0,0,0
alteration,изменение,değişiklik,dəyişiklik,0,0,neu,0,0,0,0,0,0,0,0
altercation,ссора,tartışma,mübahisə,0,neg,0,ang,0,0,0,0,0,0,0
altered,изменены,değişmiş,dəyişdirildi,0,0,neu,0,0,0,0,0,0,0,0
alternate,заместитель,alternatif,alternativ,0,0,neu,0,0,0,0,0,0,0,0
alternative,альтернатива,alternatif,alternativ,0,0,neu,0,0,0,0,0,0,0,0
altitude,высота,rakım,yüksəklik,0,0,neu,0,0,0,0,0,0,0,0
alto,альт,alto,alto,0,0,neu,0,0,0,0,0,0,0,0
altogether,в целом,tamamen,bütövlükdə,0,0,neu,0,0,0,0,0,0,0,0
alumnus,выпускник,mezun erkek,məzun,0,0,neu,0,0,0,0,0,0,0,0
alveolar,альвеолярный,Alveoler,alveolyar,0,0,neu,0,0,0,0,0,0,0,0
amalgam,амальгама,karışım,amalgam,0,0,neu,0,0,0,0,0,0,0,0
amalgamation,объединение,şirketlerin birleşmesi,birləşmə,0,0,neu,0,0,0,0,0,0,0,0
amass,накапливать,biriktirmek,yığmaq,0,0,neu,0,0,0,0,0,0,0,0
amateur,любитель,amatör,həvəskar,0,0,neu,0,0,0,0,0,0,0,0
amaze,удивлять,şaşırtmak,heyrətləndirmək,0,0,neu,0,0,0,0,0,0,sur,0
amazement,изумление,şaşkınlık,heyrət,0,0,neu,0,0,0,0,0,0,0,0
amazingly,удивительно,inanılmaz,qəribə,pos,0,0,0,0,0,0,joy,0,sur,0
ambassador,посол,büyükelçi,səfir,pos,0,0,0,0,0,0,0,0,0,tru
amber,янтарь,kehribar,kəhrəba,0,0,neu,0,0,0,0,0,0,0,0
ambient,окружающий,ortam,mühit,0,0,neu,0,0,0,0,0,0,0,0
ambiguity,двусмысленность,belirsizlik,qeyri -müəyyənlik,0,0,neu,0,0,0,0,0,0,0,0
ambiguous,двусмысленный,belirsiz,qeyri -müəyyən,0,neg,0,0,0,0,0,0,0,0,0
ambit,сфера,etraf,ambit,0,0,neu,0,0,0,0,0,0,0,0
ambition,амбиция,hırs,ehtiras,pos,0,0,0,ant,0,0,joy,0,0,tru
ambitious,честолюбивый,hırslı,iddialı,0,0,neu,0,0,0,0,0,0,0,0
ambulance,скорая помощь,ambulans,təcili yardım,0,0,neu,0,0,0,fea,0,0,0,tru
ambush,засада,pusu,pusqu,0,neg,0,ang,0,0,fea,0,0,sur,0
ameliorate,улучшать,düzeltmek,yaxşılaşdırmaq,pos,0,0,0,0,0,0,0,0,0,0
amen,аминь,amin,amin,pos,0,0,0,0,0,0,joy,0,0,tru
amenable,поддающийся,mükellef,uyğun,pos,0,0,0,0,0,0,0,0,0,0
amend,изменить,değiştirmek,düzəltmək,pos,0,0,0,0,0,0,0,0,0,0
amendment,поправка,yasa değişikliği,düzəliş,0,0,neu,0,0,0,0,0,0,0,0
amends,возмещение,özür,düzəldir,pos,0,0,0,0,0,0,0,0,0,0
amenity,удобства,tatlılık,rahatlıq,pos,0,0,0,0,0,0,0,0,0,0
amethyst,аметист,ametist,ametist,0,0,neu,0,0,0,0,0,0,0,0
amiable,любезный,sevimli,mehriban,pos,0,0,0,0,0,0,0,0,0,0
amicable,дружный,dostane,dostcasına,pos,0,0,0,0,0,0,joy,0,0,0
amid,среди,ortasında,ortasında,0,0,neu,0,0,0,0,0,0,0,0
amidst,среди,ortasında,ortasında,0,0,neu,0,0,0,0,0,0,0,0
ammonia,аммиак,amonyak,ammonyak,0,0,neu,0,0,dis,0,0,0,0,0
ammunition,боеприпасов,cephane,sursat,0,0,neu,0,0,0,0,0,0,0,0
amnesia,амнезия,amnezi,amneziya,0,neg,0,0,0,0,0,0,0,0,0
amnesty,амнистия,af,amnistiya,pos,0,0,0,0,0,0,joy,0,0,0
amorphous,аморфный,amorf,amorf,0,0,neu,0,0,0,0,0,0,0,0
amortization,амортизация,amortisman,amortizasiya,0,0,neu,0,0,0,0,0,0,0,tru
amount,количество,miktar,məbləğ,0,0,neu,0,0,0,0,0,0,0,0
amour,любовь,aşk,amour,pos,0,0,0,ant,0,0,joy,0,0,tru
ampersand,амперсант,işareti '&',ampersand,0,0,neu,0,0,0,0,0,0,0,0
amphetamines,амфетамины,amfetaminler,amfetaminlər,0,neg,0,0,0,dis,0,0,0,0,0
amphibian,амфибия,amfibi,amfibiya,0,0,neu,0,0,0,0,0,0,0,0
amphibious,десантный,amfibi,amfibiya,0,0,neu,0,0,0,0,0,0,0,0
amphitheater,амфитеатр,amfitiyatro,amfiteatr,0,0,neu,0,0,0,0,0,0,0,0
amplification,усиление,amplifikasyon,gücləndirmə,0,0,neu,0,0,0,0,0,0,0,0
amplify,усиливать,yükseltmek,gücləndirmək,0,0,neu,0,0,0,0,0,0,0,0
amplitude,амплитуда,genlik,amplituda,0,0,neu,0,0,0,0,0,0,0,0
amply,подробно,fazlasıyla,bolca,0,0,neu,0,0,0,0,0,0,0,0
amputation,ампутация,uzvun kesilmesi,amputasiya,0,0,neu,0,0,0,0,0,0,0,0
amulet,амулет,muska,tülkü,0,0,neu,0,0,0,0,0,0,0,0
amuse,забавлять,eğlendirmek,əyləndirmək,pos,0,0,0,0,0,0,joy,0,0,0
amused,довольный,eğlendirdi,əyləndi,pos,0,0,0,0,0,0,joy,0,0,0
amusement,развлечение,eğlence,əyləncə,pos,0,0,0,0,0,0,joy,0,0,0
amusing,забавный,eğlenceli,əyləncəli,pos,0,0,0,0,0,0,joy,0,0,0
ana,изречений,ana,ana,0,0,neu,0,0,0,0,0,0,0,0
anaconda,анаконда,anakonda,anakonda,0,neg,0,0,0,dis,fea,0,0,0,0
anaesthesia,анестезия,anestezi,anesteziya,0,0,neu,0,0,0,0,0,0,0,0
anaesthetic,анестетик,anestetik,anestezik,0,0,neu,0,0,0,0,0,0,0,0
anal,анальный,anal,anal,0,neg,0,0,0,0,0,0,0,0,0
analgesic,анальгетик,analjezik,analjezik,0,0,neu,0,0,0,0,0,0,0,0
analogous,аналогичный,benzer,analoji,0,0,neu,0,0,0,0,0,0,0,0
analogue,аналог,analog,analoqu,0,0,neu,0,0,0,0,0,0,0,0
analogy,аналогия,analoji,bənzətmə,0,0,neu,0,0,0,0,0,0,0,0
analysis,анализ,analiz,təhlil,0,0,neu,0,0,0,0,0,0,0,0
analyst,аналитик,analist,analitik,pos,0,0,0,ant,0,0,0,0,0,tru
analytic,аналитический,analitik,analitik,0,0,neu,0,0,0,0,0,0,0,0
analyze,анализировать,analiz etmek,təhlil etmək,0,0,neu,0,0,0,0,0,0,0,0
analyzer,анализатор,analizör,analizator,0,0,neu,0,0,0,0,0,0,0,0
anarchism,анархизм,anarşizm,anarxizm,0,neg,0,ang,0,0,fea,0,0,0,0
anarchist,анархист,anarşist,anarxist,0,neg,0,ang,0,0,fea,0,0,0,0
anarchy,анархия,anarşi,anarxiya,0,neg,0,ang,0,0,fea,0,0,0,0
anastomosis,анастомоз,anastomoz,anastomoz,0,0,neu,0,0,0,0,0,0,0,0
anathema,анафема,aforoz,anatema,0,neg,0,ang,0,dis,fea,0,sad,0,0
anatomic,анатомический,anatomik,anatomik,0,0,neu,0,0,0,0,0,0,0,0
anatomy,анатомия,anatomi,anatomiya,0,0,neu,0,0,0,0,0,0,0,0
ancestor,предок,ata,əcdad,0,0,neu,0,0,0,0,0,0,0,0
ancestral,наследственный,atalardan kalma,ata -baba,0,0,neu,0,0,0,0,0,0,0,tru
ancestry,родословная,soy,ata -baba,0,0,neu,0,0,0,0,0,0,0,0
anchor,якорь,çapa,lövbər,pos,0,0,0,0,0,0,0,0,0,0
anchorage,закрепление,demirleme,ankraj,pos,0,0,0,0,0,0,0,sad,0,0
ancient,древний,eski,qədim,0,neg,0,0,0,0,0,0,0,0,0
ancillary,вспомогательный,yardımcı,köməkçi,0,0,neu,0,0,0,0,0,0,0,0
androgen,андроген,Androjen,androgen,0,0,neu,0,0,0,0,0,0,0,0
anemone,анемон,anemon,anemon,0,0,neu,0,0,0,0,0,0,0,0
anew,заново,yeniden,yenidən,0,0,neu,0,0,0,0,0,0,0,0
angel,ангел,melek,mələk,pos,0,0,0,ant,0,0,joy,0,sur,tru
angelic,ангельский,melek gibi,mələk,pos,0,0,0,0,0,0,joy,0,0,tru
anger,гнев,öfke,qəzəb,0,neg,0,ang,0,0,0,0,0,0,0
angina,стенокардия,anjin,angina,0,neg,0,0,0,0,fea,0,0,0,0
angiography,ангиография,anjiyografi,angioqrafiya,0,0,neu,0,0,0,0,0,0,0,0
angle,угол,açı,bucaq,0,0,neu,0,0,0,0,0,0,0,0
angling,ужение,olta ile balık tutma,balıqçılıq,0,neg,0,0,ant,0,0,0,0,0,0
angry,сердитый,kızgın,qəzəbli,0,neg,0,ang,0,dis,0,0,0,0,0
anguish,тоска,ızdırap,əzab,0,neg,0,ang,0,0,fea,0,sad,0,0
angular,угловая,açısal,bucaqlı,0,0,neu,0,0,0,0,0,0,0,0
anhydrous,безводный,susuz,susuz,0,0,neu,0,0,0,0,0,0,0,0
animal,животное,hayvan,heyvan,0,0,neu,0,0,0,0,0,0,0,0
animate,оживить,hareketlendirmek,canlandırmaq,pos,0,0,0,0,0,0,0,0,0,0
animated,анимационный,canlandırılmış,cizgi,pos,0,0,0,0,0,0,joy,0,0,0
animation,анимация,animasyon,animasiya,0,0,neu,0,0,0,0,0,0,0,0
animosity,враждебность,düşmanlık,düşmənçilik,0,neg,0,ang,0,dis,fea,0,sad,0,0
animus,враждебность,düşmanlık,animus,0,neg,0,ang,0,0,0,0,0,0,0
ankle,лодыжка,ayak bileği,topuq,0,0,neu,0,0,0,0,0,0,0,0
annals,летописи,tarihsel olaylar,salnamələr,0,0,neu,0,0,0,0,0,0,0,0
annex,приложение,ek,əlavə,0,0,neu,0,0,0,0,0,0,0,0
annexation,присоединение,ilhak,ilhaq,0,0,neu,0,0,0,0,0,0,0,0
annexe,пристройка,ek bina,əlavə etmək,0,0,neu,0,0,0,0,0,0,0,0
annihilate,уничтожать,ortadan kaldırmak,məhv etmək,0,neg,0,ang,0,0,fea,0,0,0,0
annihilated,уничтоженный,imha,məhv edildi,0,neg,0,ang,0,0,fea,0,sad,0,0
annihilation,уничтожение,imha,məhv,0,neg,0,ang,0,0,fea,0,sad,0,0
annotate,комментировать,açıklama,annotasiya etmək,0,0,neu,0,0,0,0,0,0,0,0
annotation,аннотация,dipnot,annotasiya,0,0,neu,0,0,0,0,0,0,0,0
announce,объявлять,duyurmak,elan etmək,0,0,neu,0,0,0,0,0,0,0,0
announcement,объявление,duyuru,elan,0,0,neu,0,ant,0,0,0,0,0,0
annoy,раздражать,kızdırmak,əsəbiləşdirmək,0,neg,0,ang,0,dis,0,0,0,0,0
annoyance,раздражение,sıkıntı,əsəbilik,0,neg,0,ang,0,dis,0,0,0,0,0
annoying,раздражающий,can sıkıcı,əsəbi,0,neg,0,ang,0,0,0,0,0,0,0
annuity,аннуитет,rant,annuitet,0,0,neu,0,0,0,0,0,0,0,0
annul,аннулировать,feshetmek,ləğv etmək,0,neg,0,0,0,0,0,0,0,0,0
annular,кольцевой,halka şeklinde,dairəvi,0,0,neu,0,0,0,0,0,0,0,0
annulment,аннулирование,iptal,ləğv,0,neg,0,0,0,0,0,0,sad,0,0
annulus,кольцо,halka,halqa,0,0,neu,0,0,0,0,0,0,0,0
anointing,помазание,anointing,məsh,0,0,neu,0,0,0,0,0,0,0,0
anomalous,аномальный,anormal,anormal,0,0,neu,0,0,0,0,0,0,0,0
anomaly,аномалия,anomali,anomaliya,0,neg,0,0,0,0,fea,0,0,sur,0
anon,скоро,çok geçmeden,anon,0,0,neu,0,0,0,0,0,0,0,0
anonymous,анонимный,anonim,anonim,0,neg,0,0,0,0,0,0,0,0,0
answer,ответ,cevap,cavab ver,0,0,neu,0,0,0,0,0,0,0,0
answerable,ответственный,sorumlu,cavabdeh,0,0,neu,0,0,0,0,0,0,0,tru
answering,автоответчик,yanıtlama,cavab verir,0,0,neu,0,0,0,0,0,0,0,0
ant,муравей,karınca,qarışqa,0,0,neu,0,0,0,0,0,0,0,0
antagonism,антагонизм,düşmanlık,ziddiyyət,0,neg,0,ang,0,0,0,0,0,0,0
antagonist,антагонист,rakip,antaqonist,0,neg,0,ang,0,0,0,0,0,0,0
antagonistic,антагонистический,muhalif,antaqonist,0,neg,0,ang,0,dis,0,0,0,0,0
ante,ставка,giriş,əvvəldən,0,0,neu,0,0,0,0,0,0,0,0
antecedent,антецедент,önceki,əvvəlki,0,0,neu,0,0,0,0,0,0,0,0
antelope,антилопа,antilop,antilop,0,0,neu,0,0,0,0,0,0,0,0
antenna,антенна,anten,antenna,0,0,neu,0,0,0,0,0,0,0,0
anterior,передний,ön,ön,0,0,neu,0,0,0,0,0,0,0,0
anthem,гимн,marş,himn,0,0,neu,0,0,0,0,0,0,0,0
anthology,антология,antoloji,antologiya,0,0,neu,0,0,0,0,0,0,0,0
anthrax,сибирская язва,şarbon,şarbon,0,neg,0,0,0,dis,fea,0,sad,0,0
anthropology,антропология,antropoloji,antropologiya,0,0,neu,0,0,0,0,0,0,0,0
antibiotic,антибиотик,antibiyotik,antibiotik,0,0,neu,0,0,0,0,0,0,0,0
antibiotics,антибиотики,antibiyotikler,antibiotiklər,pos,0,0,0,0,0,0,0,0,0,0
antichrist,антихрист,Deccal,Dəccal,0,neg,0,ang,0,dis,fea,0,0,0,0
anticipation,ожидание,umma,gözləmə,0,0,neu,0,ant,0,0,0,0,0,0
anticipatory,предупреждающий,Beklenti,əvvəlcədən,0,0,neu,0,ant,0,0,0,0,0,0
antidote,противоядие,panzehir,panzehir,pos,0,0,0,ant,0,0,0,0,0,tru
antifungal,противогрибковый,antifungal,göbələk əleyhinə,pos,0,0,0,0,0,0,0,0,0,tru
antimony,сурьма,antimon,surma,0,0,neu,0,0,0,0,0,0,0,0
antipathy,антипатия,antipati,antipatiya,0,neg,0,ang,0,dis,0,0,0,0,0
antiquarian,антикварный,antika,antikvar,0,0,neu,0,0,0,0,0,0,0,0
antiquated,устарелый,modası geçmiş,köhnəlmiş,0,neg,0,0,0,0,0,0,0,0,0
antique,античный,antika,antik,pos,0,0,0,0,0,0,0,0,0,0
antiquity,древность,eskilik,qədimlik,0,0,neu,0,0,0,0,0,0,0,0
antiseptic,антисептик,antiseptik,antiseptik,pos,0,0,0,0,0,0,0,0,0,tru
antisocial,антиобщественный,antisosyal,antisosial,0,neg,0,ang,0,dis,fea,0,sad,0,0
antithesis,антитеза,antitez,antitez,0,neg,0,ang,0,0,0,0,0,0,0
antithetical,противоположный,karşıt,ziddiyyətli,0,0,neu,0,0,0,0,0,0,0,0
antiviral,противовирусный,Antiviral,antiviral,0,0,neu,0,0,0,0,0,0,0,0
antler,олений рог,boynuz,buynuz,0,0,neu,0,0,0,0,0,0,0,0
anvil,наковальня,örs,örs,0,0,neu,0,0,0,0,0,0,0,0
anxiety,беспокойство,kaygı,narahatlıq,0,neg,0,ang,ant,0,fea,0,sad,0,0
anxious,тревожный,endişeli,narahat,0,neg,0,0,ant,0,fea,0,0,0,0
aorta,аорта,aort,aorta,0,0,neu,0,0,0,0,0,0,0,0
apace,быстро,hızla,sürətlə,0,0,neu,0,0,0,0,0,0,0,0
apache,апаш,apache,apache,0,neg,0,0,0,0,fea,0,0,0,0
apartment,квартира,daire,mənzil,0,0,neu,0,0,0,0,0,0,0,0
apathetic,апатичный,ilgisiz,laqeyd,0,neg,0,0,0,0,0,0,sad,0,0
apathy,апатия,ilgisizlik,laqeydlik,0,neg,0,0,0,0,0,0,sad,0,0
ape,обезьяна,maymun,meymun,0,0,neu,0,0,0,0,0,0,0,0
aperture,апертура,açıklık,diyafram,0,0,neu,0,0,0,0,0,0,0,0
apex,вершина,zirve,zirvəsi,0,0,neu,0,0,0,0,0,0,0,0
aphid,тля,yaprak biti,bit,0,neg,0,0,0,dis,0,0,0,0,0
apiece,кусок,bir parça,bir parça,0,0,neu,0,0,0,0,0,0,0,0
aplomb,апломб,özgüven,aplomb,pos,0,0,0,0,0,0,0,0,0,0
apocalyptic,апокалиптический,kıyamet,apokaliptik,0,0,neu,0,0,0,0,0,0,0,0
apologetic,апологетический,özür dileyen,üzr istəyirəm,pos,0,0,0,0,0,0,0,0,0,tru
